Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Delivery Days
5/1/2015,10/1/2015,Standard Class,Home Office,California,West,Office Supplies,Binders,56.16,6,0.2,17.55,2015,January,5
21/3/2017,27/3/2017,Standard Class,Corporate,Florida,South,Office Supplies,Appliances,64.38,1,0.2,8.05,2017,March,6
12/11/2015,18/11/2015,Standard Class,Corporate,Texas,Central,Office Supplies,Storage,64.78,1,0.2,-14.58,2015,November,6
12/11/2015,18/11/2015,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,15.55,3,0.2,5.64,2015,November,6
12/11/2015,18/11/2015,Standard Class,Corporate,Texas,Central,Office Supplies,Envelopes,223.89,7,0.2,69.97,2015,November,6
9/9/2014,14/9/2014,Second Class,Consumer,Illinois,Central,Office Supplies,Paper,10.90,3,0.2,3.41,2014,September,5
17/3/2016,19/3/2016,Second Class,Consumer,California,West,Technology,Phones,84.78,2,0.2,-20.14,2016,March,2
8/2/2016,15/2/2016,Standard Class,Corporate,Texas,Central,Furniture,Chairs,241.50,4,0.3,0.00,2016,February,7
26/11/2016,28/11/2016,First Class,Home Office,Connecticut,East,Technology,Accessories,59.97,3,0,14.99,2016,November,2
26/11/2016,28/11/2016,First Class,Home Office,Connecticut,East,Office Supplies,Paper,13.36,2,0,6.41,2016,November,2
4/9/2017,8/9/2017,Standard Class,Corporate,California,West,Office Supplies,Binders,11.81,3,0.2,4.13,2017,September,4
28/5/2015,3/6/2015,Standard Class,Consumer,Connecticut,East,Office Supplies,Storage,16.24,1,0,2.44,2015,May,6
28/5/2015,3/6/2015,Standard Class,Consumer,Connecticut,East,Office Supplies,Storage,77.55,5,0,21.71,2015,May,6
1/11/2014,5/11/2014,Standard Class,Corporate,New Jersey,East,Office Supplies,Appliances,76.12,2,0,22.07,2014,November,4
27/12/2016,30/12/2016,First Class,Home Office,Ohio,East,Office Supplies,Fasteners,17.18,6,0.2,6.23,2016,December,3
4/12/2017,6/12/2017,First Class,Corporate,California,West,Office Supplies,Paper,11.76,2,0,5.76,2017,December,2
23/12/2017,30/12/2017,Standard Class,Home Office,Connecticut,East,Furniture,Furnishings,27.46,2,0,9.89,2017,December,7
1/12/2016,6/12/2016,Second Class,Consumer,Massachusetts,East,Technology,Phones,137.94,3,0,35.86,2016,December,5
1/12/2016,6/12/2016,Second Class,Consumer,Massachusetts,East,Furniture,Furnishings,111.15,5,0,48.91,2016,December,5
1/12/2016,6/12/2016,Second Class,Consumer,Massachusetts,East,Office Supplies,Appliances,901.95,3,0,297.64,2016,December,5
1/12/2016,6/12/2016,Second Class,Consumer,Massachusetts,East,Furniture,Tables,366.01,3,0.3,-47.06,2016,December,5
30/6/2014,30/6/2014,Same Day,Consumer,North Carolina,South,Office Supplies,Paper,310.69,7,0.2,108.74,2014,June,0
3/9/2014,4/9/2014,First Class,Home Office,Texas,Central,Office Supplies,Binders,7.68,5,0.8,-11.52,2014,September,1
2/11/2017,7/11/2017,Second Class,Home Office,Ohio,East,Furniture,Chairs,155.37,2,0.3,-35.51,2017,November,5
13/4/2015,18/4/2015,Standard Class,Consumer,Arizona,West,Office Supplies,Storage,10.74,1,0.2,0.81,2015,April,5
5/12/2015,9/12/2015,Second Class,Consumer,New York,East,Office Supplies,Binders,232.40,5,0.2,78.44,2015,December,4
5/12/2015,9/12/2015,Second Class,Consumer,New York,East,Furniture,Chairs,164.65,3,0.1,12.81,2015,December,4
5/12/2015,9/12/2015,Second Class,Consumer,New York,East,Office Supplies,Paper,22.68,2,0,11.11,2015,December,4
1/2/2016,7/2/2016,Standard Class,Corporate,California,West,Office Supplies,Paper,105.52,4,0,48.54,2016,February,6
8/7/2017,12/7/2017,Standard Class,Corporate,Delaware,East,Furniture,Furnishings,83.92,4,0,5.87,2017,July,4
8/7/2017,12/7/2017,Standard Class,Corporate,Delaware,East,Technology,Accessories,141.90,5,0,58.18,2017,July,4
8/7/2017,12/7/2017,Standard Class,Corporate,Delaware,East,Furniture,Furnishings,39.98,2,0,9.20,2017,July,4
8/7/2017,12/7/2017,Standard Class,Corporate,Delaware,East,Office Supplies,Art,28.91,7,0,8.67,2017,July,4
8/7/2017,12/7/2017,Standard Class,Corporate,Delaware,East,Office Supplies,Art,174.95,5,0,45.49,2017,July,4
11/12/2015,17/12/2015,Standard Class,Home Office,California,West,Office Supplies,Binders,110.53,4,0.2,38.68,2015,December,6
15/11/2016,15/11/2016,Same Day,Corporate,North Carolina,South,Furniture,Tables,630.02,4,0.4,-199.51,2016,November,0
9/5/2016,12/5/2016,Second Class,Consumer,Virginia,South,Office Supplies,Art,27.86,7,0,9.19,2016,May,3
10/3/2017,14/3/2017,Standard Class,Consumer,Texas,Central,Furniture,Tables,933.41,4,0.3,-173.35,2017,March,4
17/12/2016,21/12/2016,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,51.84,10,0.2,18.14,2016,December,4
17/12/2016,21/12/2016,Standard Class,Corporate,Texas,Central,Technology,Accessories,165.60,3,0.2,-6.21,2016,December,4
6/4/2017,12/4/2017,Standard Class,Home Office,Iowa,Central,Office Supplies,Paper,106.32,3,0,49.97,2017,April,6
9/5/2017,11/5/2017,First Class,Home Office,Washington,West,Office Supplies,Binders,147.92,5,0.2,46.23,2017,May,2
9/5/2017,11/5/2017,First Class,Home Office,Washington,West,Office Supplies,Storage,104.28,3,0,26.07,2017,May,2
9/5/2017,11/5/2017,First Class,Home Office,Washington,West,Furniture,Tables,286.85,1,0,63.11,2017,May,2
9/5/2017,11/5/2017,First Class,Home Office,Washington,West,Office Supplies,Storage,66.96,4,0,2.68,2017,May,2
9/5/2017,11/5/2017,First Class,Home Office,Washington,West,Technology,Accessories,199.98,2,0,87.99,2017,May,2
12/10/2017,16/10/2017,Standard Class,Consumer,New Jersey,East,Technology,Accessories,45.00,3,0,4.95,2017,October,4
12/10/2017,16/10/2017,Standard Class,Consumer,New Jersey,East,Office Supplies,Fasteners,17.90,5,0,8.77,2017,October,4
12/10/2017,16/10/2017,Standard Class,Consumer,New Jersey,East,Furniture,Furnishings,40.48,2,0,17.41,2017,October,4
12/10/2017,16/10/2017,Standard Class,Consumer,New Jersey,East,Furniture,Bookcases,2154.90,5,0,129.29,2017,October,4
28/8/2016,30/8/2016,First Class,Corporate,Ohio,East,Office Supplies,Binders,18.43,8,0.7,-12.29,2016,August,2
2/10/2015,7/10/2015,Standard Class,Consumer,Colorado,West,Office Supplies,Supplies,10.94,2,0.2,0.96,2015,October,5
23/11/2017,25/11/2017,First Class,Consumer,Michigan,Central,Office Supplies,Supplies,4.36,2,0,0.17,2017,November,2
12/11/2017,16/11/2017,Standard Class,Corporate,Arizona,West,Technology,Accessories,62.35,6,0.2,-10.91,2017,November,4
19/12/2016,21/12/2016,Second Class,Consumer,Pennsylvania,East,Furniture,Furnishings,303.92,5,0.2,-30.39,2016,December,2
30/3/2014,5/4/2014,Standard Class,Consumer,Minnesota,Central,Office Supplies,Storage,129.30,2,0,6.47,2014,March,6
8/11/2017,13/11/2017,Standard Class,Corporate,Maryland,East,Furniture,Furnishings,274.20,10,0,112.42,2017,November,5
14/9/2014,18/9/2014,Second Class,Corporate,Texas,Central,Office Supplies,Fasteners,6.05,4,0.2,-1.36,2014,September,4
14/9/2014,18/9/2014,Second Class,Corporate,Texas,Central,Office Supplies,Paper,6.85,2,0.2,2.14,2014,September,4
14/9/2014,18/9/2014,Second Class,Corporate,Texas,Central,Furniture,Furnishings,9.96,5,0.6,-6.72,2014,September,4
14/9/2014,18/9/2014,Second Class,Corporate,Texas,Central,Office Supplies,Binders,8.55,2,0.8,-13.68,2014,September,4
20/9/2015,26/9/2015,Standard Class,Consumer,Nevada,West,Office Supplies,Binders,45.58,11,0.2,16.52,2015,September,6
10/12/2015,16/12/2015,Standard Class,Consumer,Ohio,East,Technology,Accessories,25.49,2,0.2,4.46,2015,December,6
28/5/2014,1/6/2014,Standard Class,Consumer,Washington,West,Office Supplies,Binders,136.96,4,0.2,51.36,2014,May,4
14/3/2017,17/3/2017,Second Class,Corporate,Illinois,Central,Technology,Phones,49.62,2,0.2,4.96,2017,March,3
8/12/2016,12/12/2016,Second Class,Home Office,Ohio,East,Office Supplies,Paper,10.58,3,0.2,3.44,2016,December,4
6/5/2017,10/5/2017,Standard Class,Consumer,Arizona,West,Office Supplies,Paper,84.42,4,0.2,27.44,2017,May,4
6/3/2016,10/3/2016,Standard Class,Home Office,Pennsylvania,East,Technology,Phones,431.94,2,0.4,-71.99,2016,March,4
6/3/2016,10/3/2016,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,2.04,1,0.7,-1.50,2016,March,4
6/3/2016,10/3/2016,Standard Class,Home Office,Pennsylvania,East,Technology,Phones,68.24,3,0.4,-12.51,2016,March,4
23/10/2017,24/10/2017,First Class,Corporate,Rhode Island,East,Furniture,Tables,240.74,4,0.3,-13.76,2017,October,1
23/10/2017,24/10/2017,First Class,Corporate,Rhode Island,East,Furniture,Furnishings,35.00,4,0,14.70,2017,October,1
23/10/2017,24/10/2017,First Class,Corporate,Rhode Island,East,Furniture,Furnishings,210.68,2,0,50.56,2017,October,1
23/10/2017,24/10/2017,First Class,Corporate,Rhode Island,East,Furniture,Tables,637.90,3,0.3,-127.58,2017,October,1
23/10/2017,24/10/2017,First Class,Corporate,Rhode Island,East,Office Supplies,Paper,43.44,8,0,21.29,2017,October,1
23/10/2017,24/10/2017,First Class,Corporate,Rhode Island,East,Office Supplies,Appliances,2.22,1,0,0.67,2017,October,1
28/4/2014,30/4/2014,First Class,Consumer,California,West,Technology,Phones,1679.96,5,0.2,126.00,2014,April,2
18/4/2016,23/4/2016,Standard Class,Corporate,Texas,Central,Furniture,Chairs,344.37,4,0.3,-93.47,2016,April,5
18/4/2016,23/4/2016,Standard Class,Corporate,Texas,Central,Office Supplies,Storage,1554.94,3,0.2,77.75,2016,April,5
18/4/2016,23/4/2016,Standard Class,Corporate,Texas,Central,Furniture,Furnishings,127.88,5,0.6,-67.14,2016,April,5
22/5/2016,29/5/2016,Standard Class,Corporate,California,West,Technology,Phones,222.38,2,0.2,22.24,2016,May,7
28/5/2017,2/6/2017,Second Class,Corporate,Illinois,Central,Furniture,Chairs,106.87,3,0.3,-29.01,2017,May,5
28/5/2017,2/6/2017,Second Class,Corporate,Illinois,Central,Office Supplies,Binders,3.56,3,0.8,-6.24,2017,May,5
25/8/2014,29/8/2014,Standard Class,Consumer,Texas,Central,Office Supplies,Binders,25.68,3,0.8,-39.80,2014,August,4
25/8/2014,29/8/2014,Standard Class,Consumer,Texas,Central,Office Supplies,Binders,12.38,3,0.8,-19.81,2014,August,4
30/8/2014,4/9/2014,Standard Class,Consumer,Connecticut,East,Office Supplies,Binders,25.30,5,0,11.89,2014,August,5
30/8/2014,4/9/2014,Standard Class,Consumer,Connecticut,East,Office Supplies,Storage,95.94,3,0,9.59,2014,August,5
3/9/2015,7/9/2015,Second Class,Consumer,Michigan,Central,Office Supplies,Labels,7.50,2,0,3.60,2015,September,4
28/3/2014,1/4/2014,Standard Class,Home Office,New Mexico,West,Technology,Phones,302.38,3,0.2,22.68,2014,March,4
10/5/2015,15/5/2015,Standard Class,Consumer,Colorado,West,Technology,Accessories,46.69,4,0.2,-2.92,2015,May,5
9/4/2015,14/4/2015,Standard Class,Consumer,New York,East,Office Supplies,Storage,17.94,3,0,3.05,2015,April,5
9/4/2015,14/4/2015,Standard Class,Consumer,Connecticut,East,Office Supplies,Appliances,370.14,3,0,144.35,2015,April,5
19/9/2016,23/9/2016,Standard Class,Corporate,California,West,Office Supplies,Binders,8.93,2,0.2,3.12,2016,September,4
11/11/2016,17/11/2016,Standard Class,Corporate,Indiana,Central,Furniture,Tables,2678.94,6,0,241.10,2016,November,6
23/4/2017,27/4/2017,Standard Class,Home Office,Tennessee,South,Furniture,Bookcases,387.14,4,0.2,-14.52,2017,April,4
23/4/2017,27/4/2017,Standard Class,Home Office,Tennessee,South,Technology,Accessories,45.41,2,0.2,11.92,2017,April,4
23/4/2017,27/4/2017,Standard Class,Home Office,Tennessee,South,Furniture,Furnishings,77.95,3,0.2,-11.69,2017,April,4
23/4/2017,27/4/2017,Standard Class,Home Office,Tennessee,South,Office Supplies,Labels,3.00,1,0.2,1.05,2017,April,4
22/10/2015,26/10/2015,Second Class,Consumer,Florida,South,Office Supplies,Storage,9.95,1,0.2,1.00,2015,October,4
9/4/2017,14/4/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Binders,37.90,4,0.7,-29.05,2017,April,5
9/4/2017,14/4/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Paper,65.58,2,0.2,23.77,2017,April,5
27/10/2017,1/11/2017,Standard Class,Home Office,Arizona,West,Office Supplies,Paper,44.78,1,0.2,16.23,2017,October,5
30/10/2015,30/10/2015,Same Day,Corporate,New York,East,Technology,Machines,1035.80,4,0,269.31,2015,October,0
18/12/2017,24/12/2017,Standard Class,Home Office,California,West,Office Supplies,Art,5.76,2,0,1.67,2017,December,6
12/3/2016,16/3/2016,Standard Class,Consumer,California,West,Office Supplies,Paper,19.98,2,0,8.99,2016,March,4
21/7/2014,27/7/2014,Standard Class,Consumer,Nebraska,Central,Technology,Phones,35.98,2,0,10.07,2014,July,6
24/5/2016,28/5/2016,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Art,16.66,3,0.2,3.33,2016,May,4
11/2/2017,15/2/2017,Standard Class,Corporate,New York,East,Office Supplies,Labels,20.70,2,0,9.94,2017,February,4
20/9/2016,24/9/2016,Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,83.70,5,0,41.01,2016,September,4
24/9/2017,24/9/2017,Same Day,Consumer,Washington,West,Furniture,Furnishings,199.80,10,0,71.93,2017,September,0
27/3/2017,31/3/2017,Standard Class,Home Office,California,West,Office Supplies,Paper,45.68,2,0,21.01,2017,March,4
27/3/2017,31/3/2017,Standard Class,Home Office,California,West,Office Supplies,Paper,110.96,2,0,53.26,2017,March,4
27/3/2017,31/3/2017,Standard Class,Home Office,California,West,Office Supplies,Paper,11.94,3,0,5.97,2017,March,4
2/2/2016,4/2/2016,Second Class,Consumer,Virginia,South,Technology,Machines,8749.95,5,0,2799.98,2016,February,2
2/2/2016,4/2/2016,Second Class,Consumer,Virginia,South,Office Supplies,Binders,36.40,8,0,18.20,2016,February,2
2/2/2016,4/2/2016,Second Class,Consumer,Virginia,South,Furniture,Furnishings,18.69,7,0,7.10,2016,February,2
7/7/2017,11/7/2017,Standard Class,Consumer,California,West,Office Supplies,Fasteners,5.94,3,0,0.12,2017,July,4
23/10/2015,28/10/2015,Standard Class,Consumer,Texas,Central,Office Supplies,Paper,60.74,8,0.2,20.50,2015,October,5
23/10/2015,28/10/2015,Standard Class,Consumer,Texas,Central,Technology,Copiers,479.98,3,0.2,161.99,2015,October,5
23/10/2015,28/10/2015,Standard Class,Consumer,Texas,Central,Office Supplies,Binders,6.08,1,0.8,-10.34,2015,October,5
2/12/2016,8/12/2016,Standard Class,Corporate,Colorado,West,Technology,Accessories,165.60,3,0.2,-6.21,2016,December,6
5/3/2014,8/3/2014,Second Class,Consumer,New York,East,Office Supplies,Art,59.52,3,0,15.48,2014,March,3
5/3/2014,8/3/2014,Second Class,Consumer,New York,East,Technology,Accessories,479.97,3,0,177.59,2014,March,3
5/3/2014,8/3/2014,Second Class,Consumer,New York,East,Office Supplies,Supplies,18.62,2,0,5.40,2014,March,3
5/3/2014,8/3/2014,Second Class,Consumer,New York,East,Office Supplies,Binders,49.63,6,0.2,16.75,2014,March,3
5/3/2014,8/3/2014,Second Class,Consumer,New York,East,Office Supplies,Paper,97.82,2,0,45.98,2014,March,3
1/3/2015,3/3/2015,Second Class,Corporate,California,West,Technology,Phones,15.98,2,0.2,1.20,2015,March,2
1/3/2015,3/3/2015,Second Class,Corporate,California,West,Furniture,Chairs,184.75,3,0.2,-20.78,2015,March,2
20/2/2014,24/2/2014,Standard Class,Home Office,California,West,Office Supplies,Paper,12.96,2,0,6.22,2014,February,4
2/5/2016,6/5/2016,Standard Class,Consumer,Texas,Central,Furniture,Chairs,366.74,4,0.3,-110.02,2016,May,4
8/3/2016,12/3/2016,Standard Class,Home Office,Texas,Central,Office Supplies,Binders,8.86,9,0.8,-14.17,2016,March,4
8/3/2016,12/3/2016,Standard Class,Home Office,Texas,Central,Technology,Accessories,27.96,5,0.2,8.39,2016,March,4
8/3/2016,12/3/2016,Standard Class,Home Office,Texas,Central,Office Supplies,Envelopes,146.35,3,0.2,49.39,2016,March,4
11/12/2015,14/12/2015,First Class,Consumer,Michigan,Central,Technology,Accessories,175.23,11,0,61.33,2015,December,3
11/12/2015,14/12/2015,First Class,Consumer,Michigan,Central,Technology,Phones,125.99,1,0,31.50,2015,December,3
11/12/2015,14/12/2015,First Class,Consumer,Michigan,Central,Office Supplies,Binders,23.00,2,0,10.35,2015,December,3
22/12/2016,26/12/2016,Standard Class,Consumer,New York,East,Office Supplies,Binders,25.58,2,0.2,8.95,2016,December,4
2/2/2016,8/2/2016,Standard Class,Corporate,Texas,Central,Furniture,Furnishings,73.78,2,0.6,-77.47,2016,February,6
5/6/2017,9/6/2017,Standard Class,Corporate,Florida,South,Office Supplies,Paper,20.74,4,0.2,7.26,2017,June,4
21/8/2015,26/8/2015,Standard Class,Corporate,Kentucky,South,Office Supplies,Art,17.52,3,0,8.23,2015,August,5
21/8/2015,26/8/2015,Standard Class,Corporate,Kentucky,South,Office Supplies,Art,35.76,12,0,10.01,2015,August,5
7/4/2016,11/4/2016,Standard Class,Consumer,New York,East,Office Supplies,Art,3.64,2,0,0.98,2016,April,4
4/6/2017,7/6/2017,Second Class,Consumer,Texas,Central,Furniture,Furnishings,30.34,6,0.6,-17.44,2017,June,3
4/12/2017,10/12/2017,Standard Class,Consumer,New Jersey,East,Furniture,Furnishings,12.99,1,0,1.56,2017,December,6
4/12/2017,10/12/2017,Standard Class,Consumer,New Jersey,East,Furniture,Chairs,182.22,3,0,45.56,2017,December,6
4/12/2017,10/12/2017,Standard Class,Consumer,New Jersey,East,Furniture,Chairs,302.94,3,0,18.18,2017,December,6
11/1/2016,15/1/2016,Standard Class,Home Office,Ohio,East,Furniture,Furnishings,54.99,14,0.2,8.94,2016,January,4
1/4/2016,7/4/2016,Standard Class,Corporate,Wisconsin,Central,Technology,Phones,12.99,1,0,0.26,2016,April,6
21/9/2017,25/9/2017,Standard Class,Consumer,California,West,Office Supplies,Paper,55.86,7,0,27.93,2017,September,4
16/3/2017,16/3/2017,Same Day,Consumer,Ohio,East,Technology,Phones,44.38,2,0.4,-7.40,2017,March,0
16/3/2017,16/3/2017,Same Day,Consumer,Ohio,East,Furniture,Furnishings,51.26,6,0.2,7.69,2017,March,0
16/3/2017,16/3/2017,Same Day,Consumer,Ohio,East,Office Supplies,Binders,5.19,3,0.7,-3.46,2017,March,0
16/3/2017,16/3/2017,Same Day,Consumer,Ohio,East,Technology,Accessories,159.98,2,0.2,44.00,2017,March,0
16/3/2017,16/3/2017,Same Day,Consumer,Ohio,East,Office Supplies,Storage,54.22,2,0.2,3.39,2017,March,0
10/11/2017,17/11/2017,Standard Class,Home Office,California,West,Furniture,Chairs,241.42,2,0.2,-36.21,2017,November,7
30/11/2016,6/12/2016,Standard Class,Consumer,Michigan,Central,Office Supplies,Paper,33.36,4,0,16.68,2016,November,6
30/11/2016,6/12/2016,Standard Class,Consumer,Michigan,Central,Office Supplies,Paper,13.76,2,0,6.33,2016,November,6
30/11/2016,6/12/2016,Standard Class,Consumer,Michigan,Central,Office Supplies,Storage,496.86,7,0,24.84,2016,November,6
30/11/2016,6/12/2016,Standard Class,Consumer,Michigan,Central,Furniture,Chairs,389.97,3,0,35.10,2016,November,6
13/1/2015,15/1/2015,Second Class,Corporate,Georgia,South,Office Supplies,Labels,9.82,2,0,4.81,2015,January,2
16/5/2014,20/5/2014,Standard Class,Consumer,California,West,Technology,Accessories,56.40,3,0,3.38,2014,May,4
7/6/2015,11/6/2015,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,18.31,4,0.7,-12.21,2015,June,4
7/6/2015,11/6/2015,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Paper,25.92,5,0.2,9.07,2015,June,4
7/6/2015,11/6/2015,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Art,8.02,3,0.2,1.00,2015,June,4
9/3/2017,13/3/2017,Standard Class,Consumer,California,West,Technology,Copiers,479.98,2,0.2,60.00,2017,March,4
9/3/2017,13/3/2017,Standard Class,Consumer,California,West,Office Supplies,Binders,30.84,5,0.2,9.64,2017,March,4
22/12/2015,23/12/2015,First Class,Corporate,Pennsylvania,East,Office Supplies,Storage,33.57,2,0.2,1.68,2015,December,1
22/12/2015,23/12/2015,First Class,Corporate,Pennsylvania,East,Furniture,Chairs,422.63,7,0.3,0.00,2015,December,1
6/8/2014,11/8/2014,Standard Class,Consumer,New York,East,Technology,Accessories,199.98,2,0,83.99,2014,August,5
27/3/2016,31/3/2016,Standard Class,Corporate,Georgia,South,Furniture,Furnishings,20.24,1,0,8.70,2016,March,4
27/3/2016,31/3/2016,Standard Class,Corporate,Georgia,South,Furniture,Furnishings,39.92,4,0,11.18,2016,March,4
27/3/2016,31/3/2016,Standard Class,Corporate,Georgia,South,Office Supplies,Binders,32.54,2,0,15.94,2016,March,4
5/12/2015,10/12/2015,Standard Class,Corporate,California,West,Technology,Accessories,39.00,3,0,17.55,2015,December,5
5/12/2015,10/12/2015,Standard Class,Corporate,California,West,Office Supplies,Labels,12.60,4,0,6.05,2015,December,5
11/9/2015,12/9/2015,First Class,Corporate,Colorado,West,Furniture,Furnishings,24.64,4,0.2,4.00,2015,September,1
17/7/2015,24/7/2015,Standard Class,Corporate,Texas,Central,Office Supplies,Labels,6.26,3,0.2,2.04,2015,July,7
17/7/2015,24/7/2015,Standard Class,Corporate,Texas,Central,Office Supplies,Fasteners,14.43,4,0.2,3.43,2015,July,7
30/5/2014,3/6/2014,Standard Class,Corporate,Illinois,Central,Technology,Copiers,719.98,3,0.2,135.00,2014,May,4
13/11/2017,20/11/2017,Standard Class,Consumer,Alabama,South,Technology,Accessories,239.92,8,0,23.99,2017,November,7
9/12/2016,11/12/2016,First Class,Consumer,Virginia,South,Furniture,Tables,1056.86,7,0,158.53,2016,December,2
22/3/2015,22/3/2015,Same Day,Consumer,Florida,South,Technology,Accessories,447.94,7,0.2,89.59,2015,March,0
22/3/2015,22/3/2015,Same Day,Consumer,Florida,South,Office Supplies,Storage,150.41,9,0.2,-33.84,2015,March,0
23/12/2016,26/12/2016,Second Class,Corporate,Texas,Central,Technology,Phones,453.58,3,0.2,39.69,2016,December,3
23/12/2016,26/12/2016,Second Class,Corporate,Texas,Central,Office Supplies,Labels,45.36,9,0.2,14.74,2016,December,3
23/12/2016,26/12/2016,Second Class,Corporate,Texas,Central,Technology,Phones,287.88,3,0.2,35.99,2016,December,3
23/12/2016,26/12/2016,Second Class,Corporate,Texas,Central,Technology,Phones,131.88,3,0.2,14.84,2016,December,3
23/12/2016,26/12/2016,Second Class,Corporate,Texas,Central,Furniture,Furnishings,2.33,2,0.6,-0.76,2016,December,3
2/4/2016,6/4/2016,Second Class,Corporate,Wisconsin,Central,Furniture,Chairs,1454.90,5,0,378.27,2016,April,4
30/4/2017,4/5/2017,Standard Class,Home Office,Florida,South,Office Supplies,Binders,4.84,3,0.7,-3.55,2017,April,4
30/4/2017,4/5/2017,Standard Class,Home Office,Florida,South,Furniture,Furnishings,220.70,6,0.2,-8.28,2017,April,4
17/11/2016,18/11/2016,First Class,Consumer,Texas,Central,Technology,Phones,67.18,3,0.2,6.72,2016,November,1
17/11/2016,18/11/2016,First Class,Consumer,Texas,Central,Office Supplies,Paper,15.23,4,0.2,5.52,2016,November,1
10/11/2016,12/11/2016,First Class,Consumer,Ohio,East,Office Supplies,Paper,31.10,6,0.2,10.89,2016,November,2
6/12/2016,12/12/2016,Standard Class,Corporate,New York,East,Office Supplies,Binders,968.74,7,0.2,314.84,2016,December,6
6/12/2016,12/12/2016,Standard Class,Corporate,New York,East,Office Supplies,Binders,222.35,13,0.2,77.82,2016,December,6
6/12/2016,12/12/2016,Standard Class,Corporate,New York,East,Technology,Copiers,479.98,2,0.2,90.00,2016,December,6
3/4/2016,3/4/2016,Same Day,Home Office,Texas,Central,Office Supplies,Paper,10.27,3,0.2,3.21,2016,April,0
28/11/2014,2/12/2014,Standard Class,Consumer,Texas,Central,Technology,Machines,998.85,5,0.4,-199.77,2014,November,4
20/10/2015,22/10/2015,First Class,Consumer,New York,East,Office Supplies,Paper,24.56,2,0,11.54,2015,October,2
19/9/2014,19/9/2014,Same Day,Home Office,California,West,Office Supplies,Fasteners,5.67,3,0,0.11,2014,September,0
27/8/2017,30/8/2017,Second Class,Consumer,Florida,South,Office Supplies,Appliances,14.34,4,0.2,0.90,2017,August,3
3/7/2017,4/7/2017,First Class,Consumer,New Hampshire,East,Furniture,Furnishings,102.30,1,0,26.60,2017,July,1
22/12/2017,26/12/2017,Standard Class,Consumer,Minnesota,Central,Furniture,Tables,607.52,2,0,97.20,2017,December,4
22/12/2017,26/12/2017,Standard Class,Consumer,Minnesota,Central,Office Supplies,Storage,31.16,2,0,7.79,2017,December,4
27/12/2016,2/1/2017,Standard Class,Consumer,Kentucky,South,Office Supplies,Labels,2.61,1,0,1.20,2016,December,6
20/5/2014,22/5/2014,Second Class,Corporate,Texas,Central,Furniture,Furnishings,10.33,3,0.6,-5.94,2014,May,2
20/5/2014,22/5/2014,Second Class,Corporate,Texas,Central,Office Supplies,Paper,10.37,2,0.2,3.63,2014,May,2
20/5/2014,22/5/2014,Second Class,Corporate,Texas,Central,Technology,Accessories,20.78,2,0.2,-3.64,2014,May,2
20/5/2014,22/5/2014,Second Class,Corporate,Texas,Central,Office Supplies,Storage,66.96,5,0.2,-13.39,2014,May,2
4/2/2014,8/2/2014,Second Class,Corporate,California,West,Office Supplies,Binders,17.25,2,0.2,6.04,2014,February,4
9/12/2017,15/12/2017,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Binders,11.09,7,0.7,-8.13,2017,December,6
11/7/2017,18/7/2017,Standard Class,Corporate,California,West,Technology,Accessories,1287.45,5,0,244.62,2017,July,7
11/7/2017,18/7/2017,Standard Class,Corporate,California,West,Office Supplies,Appliances,168.10,5,0,43.71,2017,July,7
15/5/2015,22/5/2015,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Storage,51.97,2,0.2,-10.39,2015,May,7
29/1/2017,1/2/2017,First Class,Consumer,Pennsylvania,East,Office Supplies,Art,4.77,2,0.2,0.48,2017,January,3
29/9/2017,1/10/2017,First Class,Corporate,New York,East,Office Supplies,Envelopes,7.98,3,0,3.91,2017,September,2
23/4/2017,26/4/2017,First Class,Consumer,Colorado,West,Office Supplies,Envelopes,18.69,2,0.2,7.01,2017,April,3
23/4/2017,26/4/2017,First Class,Consumer,Colorado,West,Furniture,Furnishings,11.66,3,0.2,3.35,2017,April,3
9/11/2017,13/11/2017,Standard Class,Home Office,Florida,South,Technology,Accessories,191.98,3,0.2,38.40,2017,November,4
9/11/2017,13/11/2017,Standard Class,Home Office,Florida,South,Technology,Phones,499.17,4,0.2,31.20,2017,November,4
5/5/2014,7/5/2014,First Class,Corporate,Virginia,South,Office Supplies,Binders,11.88,2,0,5.35,2014,May,2
5/5/2014,7/5/2014,First Class,Corporate,Virginia,South,Office Supplies,Paper,35.44,1,0,16.66,2014,May,2
27/10/2016,31/10/2016,Standard Class,Home Office,California,West,Office Supplies,Binders,67.14,4,0.2,25.18,2016,October,4
26/11/2014,1/12/2014,Standard Class,Corporate,California,West,Office Supplies,Binders,4.32,3,0.2,1.51,2014,November,5
